"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"w10176695_LF","cold","cold","1",1,4,"JOL","chill","Study2","F","Study Phase",40,"Recall1",2281
"w213121_jcg","cold","cold","1",1,4,"JOL","chill","Study2","F","Study Phase",45,"Recall1",2538
"10074078","toil","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",20,"Recall1",2570
"courtney.whitt@usm.educw","hammer","hammer","1",1,4,"JOL","chisel","Study2","F","Study Phase",50,"Recall1",3468
"w10110417_vfc","hammer","hammer","1",1,4,"JOL","chisel","Study2","F","Study Phase",50,"Recall1",5155
"w10124447_baj","tool","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",50,"Recall1",2911
"w10126913SNS","","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",0,"Recall1",1431
"w10126914SNS","","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",0,"Recall1",907
"w10133659_aeb","wood","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",70,"Recall1",27987
"w10133954_jmc","knife","hammer","0.166666666666667",0,4,"JOL","chisel","Study2","F","Study Phase",20,"Recall1",5560
"w10143413_cj","hammer","hammer","1",1,4,"JOL","chisel","Study2","F","Study Phase",10,"Recall1",5058
"w10157007","","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",64,"Recall1",5536
"w10157323_EMB","hammer","hammer","1",1,4,"JOL","chisel","Study2","F","Study Phase",70,"Recall1",2102
"w10159229TG","hammer","hammer","1",1,4,"JOL","chisel","Study2","F","Study Phase",90,"Recall1",3221
"w10161079_rac","","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",34,"Recall1",3432
"w10170987","","hammer","0",0,4,"JOL","chisel","Study2","F","Study Phase",100,"Recall1",54443
"w10176695_LF","hammer","hammer","1",1,4,"JOL","chisel","Study2","F","Study Phase",60,"Recall1",1915
"w213121_jcg","hammer","hammer","1",1,4,"JOL","chisel","Study2","F","Study Phase",55,"Recall1",2696
"10074078","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",60,"Recall1",1408
"courtney.whitt@usm.educw","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",80,"Recall1",7828
"w10110417_vfc","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",90,"Recall1",4706
"w10124447_baj","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",100,"Recall1",1586
"w10126913SNS","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",85,"Recall1",2216
"w10126914SNS","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",90,"Recall1",2308
"w10133659_aeb","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",98,"Recall1",5861
"w10133954_jmc","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",100,"Recall1",2231
"w10143413_cj","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",60,"Recall1",3110
"w10157007","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",99,"Recall1",2004
"w10157323_EMB","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",90,"Recall1",1442
"w10159229TG","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",89,"Recall1",19770
"w10161079_rac","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",59,"Recall1",2126
"w10170987","","cut","0",0,4,"JOL","chop","Study2","F","Study Phase",70,"Recall1",13318
"w10176695_LF","","cut","0",0,4,"JOL","chop","Study2","F","Study Phase",90,"Recall1",9635
"w213121_jcg","cut","cut","1",1,4,"JOL","chop","Study2","F","Study Phase",65,"Recall1",1779
"10074078","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",40,"Recall1",3064
"courtney.whitt@usm.educw","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",25,"Recall1",2378
"w10110417_vfc","dog","pants","0",0,4,"JOL","collar","Study2","M","Study Phase",40,"Recall1",2402
"w10124447_baj","dog","pants","0",0,4,"JOL","collar","Study2","M","Study Phase",20,"Recall1",2294
"w10126913SNS","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",100,"Recall1",6758
"w10126914SNS","","pants","0",0,4,"JOL","collar","Study2","M","Study Phase",30,"Recall1",1213
"w10133659_aeb","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",2,"Recall1",3445
"w10133954_jmc","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",70,"Recall1",4381
"w10143413_cj","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",40,"Recall1",5023
"w10157007","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",76,"Recall1",3253
"w10157323_EMB","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",4,"Recall1",2174
"w10159229TG","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",56,"Recall1",6823
"w10161079_rac","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",45,"Recall1",4503
"w10170987","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",60,"Recall1",5707
"w10176695_LF","pants","pants","1",1,4,"JOL","collar","Study2","M","Study Phase",12,"Recall1",3391
"w213121_jcg","shirt","pants","0.4",0,4,"JOL","collar","Study2","M","Study Phase",25,"Recall1",11011
"10074078","","business","0",0,4,"JOL","death","Study2","U","Study Phase",10,"Recall1",20333
"courtney.whitt@usm.educw","buisness","business","1",1,4,"JOL","death","Study2","U","Study Phase",10,"Recall1",7693
"w10110417_vfc","","business","0",0,4,"JOL","death","Study2","U","Study Phase",0,"Recall1",3737
"w10124447_baj","row","business","0",0,4,"JOL","death","Study2","U","Study Phase",100,"Recall1",4329
"w10126913SNS","","business","0",0,4,"JOL","death","Study2","U","Study Phase",10,"Recall1",1431
"w10126914SNS","","business","0",0,4,"JOL","death","Study2","U","Study Phase",25,"Recall1",3101
"w10133659_aeb","buisness","business","1",1,4,"JOL","death","Study2","U","Study Phase",40,"Recall1",3664
"w10133954_jmc","business","business","1",1,4,"JOL","death","Study2","U","Study Phase",20,"Recall1",3849
"w10143413_cj","alive","business","0.25",0,4,"JOL","death","Study2","U","Study Phase",20,"Recall1",5799
"w10157007","business","business","1",1,4,"JOL","death","Study2","U","Study Phase",2,"Recall1",5451
"w10157323_EMB","business","business","1",1,4,"JOL","death","Study2","U","Study Phase",0,"Recall1",5641
"w10159229TG","business","business","1",1,4,"JOL","death","Study2","U","Study Phase",10,"Recall1",4860
"w10161079_rac","","business","0",0,4,"JOL","death","Study2","U","Study Phase",15,"Recall1",6031
"w10170987","business","business","1",1,4,"JOL","death","Study2","U","Study Phase",10,"Recall1",5540
"w10176695_LF","","business","0",0,4,"JOL","death","Study2","U","Study Phase",10,"Recall1",1136
"w213121_jcg","life","business","0.25",0,4,"JOL","death","Study2","U","Study Phase",20,"Recall1",4278
"10074078","sack","sack","1",1,4,"JOL","dietary","Study2","U","Study Phase",20,"Recall1",2983
"courtney.whitt@usm.educw","food","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",0,"Recall1",4004
"w10110417_vfc","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",10,"Recall1",5316
"w10124447_baj","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",100,"Recall1",976
"w10126913SNS","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",20,"Recall1",2366
"w10126914SNS","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",5,"Recall1",787
"w10133659_aeb","class","sack","0.6",0,4,"JOL","dietary","Study2","U","Study Phase",1,"Recall1",8580
"w10133954_jmc","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",20,"Recall1",1388
"w10143413_cj","milk","sack","0.25",0,4,"JOL","dietary","Study2","U","Study Phase",10,"Recall1",4376
"w10157007","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",2,"Recall1",1330
"w10157323_EMB","restrictions","sack","0.166666666666667",0,4,"JOL","dietary","Study2","U","Study Phase",46,"Recall1",8339
"w10159229TG","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",29,"Recall1",2025
"w10161079_rac","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",76,"Recall1",4295
"w10170987","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",10,"Recall1",7446
"w10176695_LF","","sack","0",0,4,"JOL","dietary","Study2","U","Study Phase",0,"Recall1",6255
"w213121_jcg","vision","sack","0.166666666666667",0,4,"JOL","dietary","Study2","U","Study Phase",15,"Recall1",10780
"10074078","papr","paper","0.8",1,4,"JOL","document","Study2","F","Study Phase",50,"Recall1",2148
"courtney.whitt@usm.educw","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",90,"Recall1",2019
"w10110417_vfc","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",100,"Recall1",3401
"w10124447_baj","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",50,"Recall1",2869
"w10126913SNS","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",100,"Recall1",1700
"w10126914SNS","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",90,"Recall1",2338
"w10133659_aeb","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",50,"Recall1",7476
"w10133954_jmc","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",100,"Recall1",2145
"w10143413_cj","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",20,"Recall1",2577
"w10157007","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",99,"Recall1",2009
"w10157323_EMB","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",70,"Recall1",1702
"w10159229TG","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",70,"Recall1",3375
"w10161079_rac","lease","paper","0.4",0,4,"JOL","document","Study2","F","Study Phase",67,"Recall1",5185
"w10170987","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",100,"Recall1",3729
"w10176695_LF","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",50,"Recall1",2871
"w213121_jcg","paper","paper","1",1,4,"JOL","document","Study2","F","Study Phase",70,"Recall1",3443
"10074078","cold","soap","0.25",0,4,"JOL","drink","Study2","M","Study Phase",20,"Recall1",4025
"courtney.whitt@usm.educw","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",0,"Recall1",5686
"w10110417_vfc","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",10,"Recall1",2607
"w10124447_baj","water","soap","0.2",0,4,"JOL","drink","Study2","M","Study Phase",25,"Recall1",1964
"w10126913SNS","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",10,"Recall1",4146
"w10126914SNS","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",20,"Recall1",3190
"w10133659_aeb","water","soap","0.2",0,4,"JOL","drink","Study2","M","Study Phase",20,"Recall1",8433
"w10133954_jmc","soap","soap","1",1,4,"JOL","drink","Study2","M","Study Phase",20,"Recall1",2803
"w10143413_cj","soap","soap","1",1,4,"JOL","drink","Study2","M","Study Phase",20,"Recall1",2644
"w10157007","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",9,"Recall1",3242
"w10157323_EMB","slurp","soap","0.4",0,4,"JOL","drink","Study2","M","Study Phase",2,"Recall1",2750
"w10159229TG","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",37,"Recall1",3773
"w10161079_rac","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",20,"Recall1",2351
"w10170987","cup","soap","0.25",0,4,"JOL","drink","Study2","M","Study Phase",20,"Recall1",6349
"w10176695_LF","","soap","0",0,4,"JOL","drink","Study2","M","Study Phase",0,"Recall1",1966
"w213121_jcg","taste","soap","0.4",0,4,"JOL","drink","Study2","M","Study Phase",65,"Recall1",10026
"10074078","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",20,"Recall1",2478
"courtney.whitt@usm.educw","light","heavy","0.2",0,4,"JOL","feather","Study2","M","Study Phase",0,"Recall1",3391
"w10110417_vfc","light","heavy","0.2",0,4,"JOL","feather","Study2","M","Study Phase",10,"Recall1",2947
"w10124447_baj","light","heavy","0.2",0,4,"JOL","feather","Study2","M","Study Phase",25,"Recall1",2214
"w10126913SNS","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",80,"Recall1",2955
"w10126914SNS","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",40,"Recall1",3249
"w10133659_aeb","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",20,"Recall1",3044
"w10133954_jmc","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",50,"Recall1",6435
"w10143413_cj","","heavy","0",0,4,"JOL","feather","Study2","M","Study Phase",100,"Recall1",1837
"w10157007","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",10,"Recall1",2382
"w10157323_EMB","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",56,"Recall1",4194
"w10159229TG","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",90,"Recall1",5754
"w10161079_rac","","heavy","0",0,4,"JOL","feather","Study2","M","Study Phase",45,"Recall1",2232
"w10170987","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",100,"Recall1",5680
"w10176695_LF","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",80,"Recall1",4611
"w213121_jcg","heavy","heavy","1",1,4,"JOL","feather","Study2","M","Study Phase",40,"Recall1",7736
"10074078","shed","fight","0.2",0,4,"JOL","feud","Study2","F","Study Phase",30,"Recall1",3904
"courtney.whitt@usm.educw","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",90,"Recall1",3630
"w10110417_vfc","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",65,"Recall1",3690
"w10124447_baj","hare","fight","0.2",0,4,"JOL","feud","Study2","F","Study Phase",100,"Recall1",2949
"w10126913SNS","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",85,"Recall1",2291
"w10126914SNS","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",40,"Recall1",4685
"w10133659_aeb","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",89,"Recall1",3298
"w10133954_jmc","family","fight","0.333333333333333",0,4,"JOL","feud","Study2","F","Study Phase",100,"Recall1",1966
"w10143413_cj","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",60,"Recall1",3783
"w10157007","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",99,"Recall1",2348
"w10157323_EMB","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",90,"Recall1",1834
"w10159229TG","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",100,"Recall1",3862
"w10161079_rac","","fight","0",0,4,"JOL","feud","Study2","F","Study Phase",57,"Recall1",2901
"w10170987","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",95,"Recall1",3803
"w10176695_LF","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",50,"Recall1",1847
"w213121_jcg","fight","fight","1",1,4,"JOL","feud","Study2","F","Study Phase",50,"Recall1",2183
"10074078","car","car","1",1,4,"JOL","happy","Study2","U","Study Phase",40,"Recall1",2261
"courtney.whitt@usm.educw","smile","car","0",0,4,"JOL","happy","Study2","U","Study Phase",0,"Recall1",37439
"w10110417_vfc","smile","car","0",0,4,"JOL","happy","Study2","U","Study Phase",30,"Recall1",2767
"w10124447_baj","glad","car","0.25",0,4,"JOL","happy","Study2","U","Study Phase",50,"Recall1",2153
"w10126913SNS","car","car","1",1,4,"JOL","happy","Study2","U","Study Phase",30,"Recall1",3505
"w10126914SNS","","car","0",0,4,"JOL","happy","Study2","U","Study Phase",10,"Recall1",1959
"w10133659_aeb","summer","car","0.166666666666667",0,4,"JOL","happy","Study2","U","Study Phase",1,"Recall1",3675
"w10133954_jmc","","car","0",0,4,"JOL","happy","Study2","U","Study Phase",20,"Recall1",1798
"w10143413_cj","car","car","1",1,4,"JOL","happy","Study2","U","Study Phase",10,"Recall1",3038
"w10157007","","car","0",0,4,"JOL","happy","Study2","U","Study Phase",1,"Recall1",7041
"w10157323_EMB","sad","car","0.333333333333333",0,4,"JOL","happy","Study2","U","Study Phase",13,"Recall1",6215
"w10159229TG","","car","0",0,4,"JOL","happy","Study2","U","Study Phase",80,"Recall1",4197
"w10161079_rac","","car","0",0,4,"JOL","happy","Study2","U","Study Phase",35,"Recall1",1831
"w10170987","","car","0",0,4,"JOL","happy","Study2","U","Study Phase",50,"Recall1",19439
"w10176695_LF","","car","0",0,4,"JOL","happy","Study2","U","Study Phase",10,"Recall1",2169
"w213121_jcg","car","car","1",1,4,"JOL","happy","Study2","U","Study Phase",50,"Recall1",3071
"10074078","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",70,"Recall1",1482
"courtney.whitt@usm.educw","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",95,"Recall1",1997
"w10110417_vfc","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",70,"Recall1",6882
"w10124447_baj","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",50,"Recall1",3896
"w10126913SNS","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",30,"Recall1",1811
"w10126914SNS","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",10,"Recall1",8752
"w10133659_aeb","crow","cow","0.75",1,4,"JOL","herd","Study2","F","Study Phase",98,"Recall1",4343
"w10133954_jmc","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",80,"Recall1",1648
"w10143413_cj","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",100,"Recall1",2559
"w10157007","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",99,"Recall1",2174
"w10157323_EMB","cows","cow","0.75",1,4,"JOL","herd","Study2","F","Study Phase",70,"Recall1",1659
"w10159229TG","plant","cow","0",0,4,"JOL","herd","Study2","F","Study Phase",67,"Recall1",3589
"w10161079_rac","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",67,"Recall1",2877
"w10170987","cow","cow","1",1,4,"JOL","herd","Study2","F","Study Phase",95,"Recall1",5218
"w10176695_LF","cows","cow","0.75",1,4,"JOL","herd","Study2","F","Study Phase",3,"Recall1",4459
"w213121_jcg","cows","cow","0.75",1,4,"JOL","herd","Study2","F","Study Phase",45,"Recall1",3291
"10074078","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",50,"Recall1",3825
"courtney.whitt@usm.educw","bug","sting","0.2",0,4,"JOL","hornet","Study2","F","Study Phase",100,"Recall1",2699
"w10110417_vfc","wasp","sting","0.2",0,4,"JOL","hornet","Study2","F","Study Phase",80,"Recall1",4473
"w10124447_baj","bee","sting","0",0,4,"JOL","hornet","Study2","F","Study Phase",100,"Recall1",2701
"w10126913SNS","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",70,"Recall1",2793
"w10126914SNS","bug/sting","sting","0.555555555555556",0,4,"JOL","hornet","Study2","F","Study Phase",90,"Recall1",9432
"w10133659_aeb","nest","sting","0.6",0,4,"JOL","hornet","Study2","F","Study Phase",98,"Recall1",3018
"w10133954_jmc","stig","sting","0.8",1,4,"JOL","hornet","Study2","F","Study Phase",100,"Recall1",3524
"w10143413_cj","bug","sting","0.2",0,4,"JOL","hornet","Study2","F","Study Phase",10,"Recall1",3875
"w10157007","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",99,"Recall1",2811
"w10157323_EMB","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",60,"Recall1",6104
"w10159229TG","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",78,"Recall1",3222
"w10161079_rac","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",87,"Recall1",3482
"w10170987","bug","sting","0.2",0,4,"JOL","hornet","Study2","F","Study Phase",100,"Recall1",5024
"w10176695_LF","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",90,"Recall1",1984
"w213121_jcg","sting","sting","1",1,4,"JOL","hornet","Study2","F","Study Phase",45,"Recall1",4343
"10074078","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",30,"Recall1",3440
"courtney.whitt@usm.educw","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",75,"Recall1",4360
"w10110417_vfc","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",80,"Recall1",3837
"w10124447_baj","candle","smell","0.333333333333333",0,4,"JOL","incense","Study2","F","Study Phase",50,"Recall1",2340
"w10126913SNS","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",100,"Recall1",1834
"w10126914SNS","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",90,"Recall1",1873
"w10133659_aeb","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",20,"Recall1",4623
"w10133954_jmc","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",100,"Recall1",1866
"w10143413_cj","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",202,"Recall1",3363
"w10157007","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",99,"Recall1",2863
"w10157323_EMB","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",65,"Recall1",3503
"w10159229TG","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",86,"Recall1",3964
"w10161079_rac","","smell","0",0,4,"JOL","incense","Study2","F","Study Phase",35,"Recall1",1109
"w10170987","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",95,"Recall1",4489
"w10176695_LF","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",40,"Recall1",1702
"w213121_jcg","smell","smell","1",1,4,"JOL","incense","Study2","F","Study Phase",60,"Recall1",2238
"10074078","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",10,"Recall1",5412
"courtney.whitt@usm.educw","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",15,"Recall1",5638
"w10110417_vfc","","reality","0",0,4,"JOL","island","Study2","M","Study Phase",10,"Recall1",2020
"w10124447_baj","","reality","0",0,4,"JOL","island","Study2","M","Study Phase",25,"Recall1",2313
"w10126913SNS","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",100,"Recall1",3054
"w10126914SNS","","reality","0",0,4,"JOL","island","Study2","M","Study Phase",10,"Recall1",1747
"w10133659_aeb","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",5,"Recall1",5304
"w10133954_jmc","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",90,"Recall1",2320
"w10143413_cj","","reality","0",0,4,"JOL","island","Study2","M","Study Phase",30,"Recall1",1098
"w10157007","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",4,"Recall1",4094
"w10157323_EMB","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",30,"Recall1",2295
"w10159229TG","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",50,"Recall1",5946
"w10161079_rac","","reality","0",0,4,"JOL","island","Study2","M","Study Phase",5,"Recall1",9789
"w10170987","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",100,"Recall1",7451
"w10176695_LF","reality","reality","1",1,4,"JOL","island","Study2","M","Study Phase",30,"Recall1",5957
"w213121_jcg","reality ","reality","0.875",1,4,"JOL","island","Study2","M","Study Phase",40,"Recall1",12918
"10074078","queen","vase","0.2",0,4,"JOL","king","Study2","U","Study Phase",50,"Recall1",4262
"courtney.whitt@usm.educw","queen","vase","0.2",0,4,"JOL","king","Study2","U","Study Phase",0,"Recall1",5786
"w10110417_vfc","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",30,"Recall1",43396
"w10124447_baj","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",50,"Recall1",1490
"w10126913SNS","vase","vase","1",1,4,"JOL","king","Study2","U","Study Phase",10,"Recall1",2584
"w10126914SNS","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",10,"Recall1",2512
"w10133659_aeb","ruler","vase","0.2",0,4,"JOL","king","Study2","U","Study Phase",1,"Recall1",3906
"w10133954_jmc","vase","vase","1",1,4,"JOL","king","Study2","U","Study Phase",10,"Recall1",3409
"w10143413_cj","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",20,"Recall1",4914
"w10157007","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",3,"Recall1",1903
"w10157323_EMB","vase","vase","1",1,4,"JOL","king","Study2","U","Study Phase",1,"Recall1",5082
"w10159229TG","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",2,"Recall1",1899
"w10161079_rac","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",78,"Recall1",2482
"w10170987","vase","vase","1",1,4,"JOL","king","Study2","U","Study Phase",45,"Recall1",15371
"w10176695_LF","","vase","0",0,4,"JOL","king","Study2","U","Study Phase",20,"Recall1",1197
"w213121_jcg","vase","vase","1",1,4,"JOL","king","Study2","U","Study Phase",15,"Recall1",2644
"10074078","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",30,"Recall1",3171
"courtney.whitt@usm.educw","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",10,"Recall1",9698
"w10110417_vfc","door","window","0.333333333333333",0,4,"JOL","knob","Study2","M","Study Phase",20,"Recall1",4185
"w10124447_baj","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",100,"Recall1",2466
"w10126913SNS","mirror","window","0.333333333333333",0,4,"JOL","knob","Study2","M","Study Phase",15,"Recall1",3036
"w10126914SNS","","window","0",0,4,"JOL","knob","Study2","M","Study Phase",0,"Recall1",1601
"w10133659_aeb","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",5,"Recall1",3191
"w10133954_jmc","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",50,"Recall1",1900
"w10143413_cj","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",20,"Recall1",2890
"w10157007","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",23,"Recall1",4824
"w10157323_EMB","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",22,"Recall1",1788
"w10159229TG","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",20,"Recall1",10503
"w10161079_rac","button ","window","0.285714285714286",0,4,"JOL","knob","Study2","M","Study Phase",10,"Recall1",5201
"w10170987","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",100,"Recall1",5039
"w10176695_LF","door","window","0.333333333333333",0,4,"JOL","knob","Study2","M","Study Phase",1,"Recall1",3022
"w213121_jcg","window","window","1",1,4,"JOL","knob","Study2","M","Study Phase",10,"Recall1",3050
"10074078","nurse","nurse","1",1,4,"JOL","lawyer","Study2","M","Study Phase",40,"Recall1",2712
"courtney.whitt@usm.educw","nurse","nurse","1",1,4,"JOL","lawyer","Study2","M","Study Phase",0,"Recall1",5380
"w10110417_vfc","doctor","nurse","0.166666666666667",0,4,"JOL","lawyer","Study2","M","Study Phase",30,"Recall1",3395
"w10124447_baj","court","nurse","0.4",0,4,"JOL","lawyer","Study2","M","Study Phase",25,"Recall1",3192
"w10126913SNS","nurse","nurse","1",1,4,"JOL","lawyer","Study2","M","Study Phase",100,"Recall1",1823
"w10126914SNS","nurse","nurse","1",1,4,"JOL","lawyer","Study2","M","Study Phase",35,"Recall1",2409
"w10133659_aeb","nurse","nurse","1",1,4,"JOL","lawyer","Study2","M","Study Phase",80,"Recall1",3102
"w10133954_jmc","nurse","nurse","1",1,4,"JOL","lawyer","Study2","M","Study Phase",70,"Recall1",2982
